"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"ACEVEDO_LIVER_CANCER_DN","2.60220508525819e-07","2.82499993492304e-06","0.674962860011025","0.362060809813588","1.68184992084609","485","VNN1, GJB2, MLPH, IGF2, TMEM30B, MT1G, MT1M, MT1F, DEFB1, SERPINA5, AZGP1, MT1X, TFF3, FCN3, MAT1A, PLA2G2A, PCOLCE, IRF8, MT2A, MT1A, ANPEP, HAMP, GCGR, ALDOB, ATOH8, NFKBIA, PLSCR4, CFI, CAPN6, PSMA2, TNFRSF1B, EPHA2, C3, ZFP36, APLNR, ARG1, EZR, CDA, CYP39A1, TNFRSF1A, ADM, STAB1, AGMO, ITIH2, KYNU, KRT8, INMT, TTR, C1orf162, TP53INP1, IGFBP3, PLIN2, SERPINF2, SLC6A12, CXCL16, BBOX1, RCN1, FOS, LTBR, SERTAD1, FMO3, INHBE, HEBP2, IRF1, SLC25A47, FERMT2, CPED1, UPB1, ADI1, CSRNP1, SPP2, ARHGAP10, AK3, KCNJ10, TMPRSS6, TCEA3, PGM2, PHLDA1, PBX3, FITM1, ZNF395, SLC19A3, ACACB, WFS1, SDC4, ASCL1, APOB, TPT1, PTH1R, GATM, SEC14L4, HSD3B7, SLC10A1, SERPINE1, KLF2, SLC39A14, ACAD11, ADIPOR2, SERPINA10, RXRA, DERA, MYO10, PLOD1, IER3, AGT, LRP5, RDH5, SDHAF2, DECR1, MLLT3, LCAT, ALDH2, TBL1X, KLKB1, RND3"
"ACEVEDO_LIVER_CANCER_UP","6.69174596145075e-10","1.22964036900834e-08","0.801215574617779","0.34133574626615","1.65143806709607","900","RGS1, FKBP5, COL1A2, RBM47, PKP2, LYZ, COL1A1, MS4A7, LCP1, SLC17A3, SRGN, FOXC1, CPVL, CES1, GPC3, HLA-DRA, CYP3A5, KLF15, CLDN7, ZFP36L1, MGP, S100A10, BAG3, LCN2, FRZB, CYBRD1, GYPC, GMNN, ESM1, KANK2, LAPTM5, VIM, HSPA1A, CD2, TEAD2, HSPB1, ZNF217, IRX3, CD93, RHOBTB3, METTL7A, PPIC, SERPINH1, SLC1A3, VAMP5, COL3A1, GNA13, CD74, CCNA2, PON2, RAC2, CYYR1, SPARC, ATP6V0E1, HSPA1B, CPQ, DNAJB1, ITPR2, SLC2A10, HES1, TRIM22, CKS2, GMFG, PDGFRB, SERPINB1, NAGS, APOLD1, ITGAV, SELENBP1, LRP10, PRODH, GIMAP5, ANXA2R, PTTG1IP, BAIAP2L1, TP53BP2, CCNG1, GBP2, FNDC3B, CLEC3B, NFE2L2, GNG5, TAGLN2, TMED5, ABHD3, ACTL6A, S1PR1, SPPL2A, GNG11, STC1, TRIM38, VWF, PRKCH, SLC30A1, IQGAP1, CCDC117, ABHD5, MR1, PALLD, ABHD15, HBP1, ACSM5, ABCB1, BMI1, BLOC1S5, GNAI3, RIN2, PRICKLE4, CKLF, FABP4, DISP1, NADK2, DCAF12, RAMP1, HLA-E, SMARCA1, SWAP70, STAG2, ANKRD49, NDUFA4L2, XPO1, AHCTF1, P4HA2, CCL5, B2M, PCTP, CTSH, BCAT2, ZBTB33, CALML4, TAP1, CDH5, KLHL2, PTPN12, SLC26A6, BTN3A2, SDCBP, DNM1P46, LARP7, INTS8, RBM6, TTC32, GIMAP7, TRAM2, CPE, SMNDC1, RBPMS2, PDGFC, IFT74, C14orf93, ZFR, MICA, MPLKIP, NUSAP1, BTG3, LCOR, FAT1, RPF1, BBX, GTF2IRD2B, CKS1B, PSMB8, TBCK, LIX1L, TMEM245, TRIP4, NT5E, HNRNPH3, TCN2, MBIP, TMED7, ASXL2, LYAR, HMGB2, PRRC1, CYSTM1, TOR1AIP1, F11R, SIRT7, HOMEZ, PEX2, AFF4, GRN, ASPM, GOLGA4, RPN2, HLA-B, GOLPH3L, SERP1, GTF2IRD2, HLA-C, MAOB, ELOVL5, IRS2, OSTC, TMED10, RAB33B, DTL, IRAK2, IMPA1, DAD1, IRF6, RFC4, SMC3, NFIA, GPR137B, ASF1A, USP3, MET, IL32, SLC50A1, NUP205, GTF3C6, PRKD2, PHIP, TMEM38B, PTBP3, DHX15, SNX2, BTAF1, HCP5, APAF1, MUC13, SOWAHA, RPL23, YIPF4, PIAS1, LAP3, C1orf54, DDX21, PLCG1, ANGEL2, HSD17B11, SUMO2, NMD3, PRPF18, SLC33A1, EIF2B2, TMEM167B, UIMC1, FAM83D, TMCO1, CHMP1B, TK1, ZCCHC9, MAN1C1, NTAN1, SPARCL1, ATL2, SCML1, SLC39A8, ARHGAP19, DESI2, CWF19L2, DTYMK, ZHX2, FOXQ1, MRPL50, IRF9, SCYL2, PPID, ETS1, PHF3, PIR, DTWD1, CD46, TMEM14C, BET1, TJP1, KCTD3, DERL1, CARD10, MCM3, MFSD1, TAF12, CREBBP, GLB1, CTCF, MINPP1, CWC27, RDX, SLC30A10, ZNF106, RPL17, DARS2, ZNF83, CNEP1R1, TYMP, SSR1, JARID2, DPH5, DNAAF2, RPL14, RBBP7, SDF2, RIC8B, GPX7, USP34, PSMD6, NUDCD2, TSPAN14, ARHGAP12, MARVELD2, PTGES3, PDE12, MYNN, WDR26, XPOT, LRRC42, MRPL44, RPS7, NCBP2, KDELR2"
"ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN","0.0576576576576577","0.110389671108234","0.252961123069611","0.318362545918835","1.29439612405219","146","AGTR1, CHST4, ALPK2, RUNX1, BMP4, YAP1, ADAMTSL3, AJUBA, CCT8L2, GPC6, FAM89A, PLP2, SERPING1, CCDC81, TMEM119, NBPF14, PDGFRB, CD44, SLC51B, LGALS3, NMI, DTNA, CDKN2A, PCDHGB6, ZFHX4, LAMA3, COL27A1, PDE4DIP, NBPF11, CHD9, COCH, PRPF39, PCDHGA10, KATNAL2, PHGDH, SPG21, ZFHX3, PCDHGB7, ANLN, LYST, KIF15, CNTRL, FAM227B, GRPR, ANKRD12"
"ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP","4.51371090893708e-11","1.02112063770105e-09","0.851339057116899","0.506977066588736","2.18188123475168","211","DSC3, TLR8, CLEC12A, GADL1, MARCO, TLR2, PLSCR2, SCIN, RNASE6, COL1A2, STEAP4, CCR9, CXCL1, GMPR, MMP8, PLA2G2A, CLEC7A, PKHD1L1, SLC16A9, TMEM71, MGP, PLBD1, ANGPTL5, MCOLN3, IKZF1, IL1RL1, OSMR, YBX3, CYTIP, IL6, AIM2, WDR64, SLC1A3, DOCK8, BMPR1B, COL3A1, HAVCR2, GAPT, SEMA3C, PIK3CG, DNASE2B, VWDE, KLRK1, KLRC4, FZD1, TMEM243, C3orf52, ARHGDIB, F11, CALD1, ENPP6, SMAD9, PALLD, PPP1R42, SPP2, ARHGAP10, CRB1, C7orf31, OPHN1"
"ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN","0.000418071510321191","0.0017697007621363","0.49849310876659","0.483119790721641","1.81281112906966","80","HOXA13, HOXA7, CFH, SLC26A2, NCF2, ZIC2, PTPN22, NUP210L, AHCYL2, IQUB, CEP112, ANXA2R, MID1, DRAM1, CEP350, RAB25, MMS22L, CDCA2, CA8, NUSAP1, MYBL1, BTBD7, HAT1, BMX, MBTD1"
"ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP","0.00104145241005566","0.00386894326772032","0.45505986738723","0.432191132984973","1.69239403634117","106","UPK1B, TLR2, PLBD1, ANGPTL5, MGAM, CLIC1, SLC9C1, ABCA13, HERC2P2, WDR64, VCAN, SULT1C2, MEP1A, ELOVL7, MAML2, CPQ, ARMC3, DNASE2B, VWDE, MME, PKHD1, ARHGAP18, NEB, SIRT1, PIFO, LRRN1, LAMB4, KLHL2, IRF2, SLC35F2, IGSF11, KCNK2"
"ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN","6.22014159017872e-09","9.26453387158296e-08","0.761460801445585","0.456524397804035","1.99717334152023","241","VNN1, DNASE1L3, IGF2, TMEM30B, C7, MT1G, MT1M, MT1F, DEFB1, SERPINA5, AZGP1, MT1X, CHST4, FCN3, IRF8, MT2A, MT1A, CYP3A5, ANPEP, HAMP, VAMP8, GCGR, ALDOB, ATOH8, EPHA2, C3, ARG1, EZR, SH3TC1, CDA, LIPG, STAB1, SH2D4A, EVC2, INMT, FGL1, GADD45G, RAB3IL1, IGFBP3, PLIN2, BBOX1, RCN1, FOS, SERTAD1, INHBE, SLC25A47, CPED1, RGS2, MFAP4, CSRNP1, B4GALT4, SPP2, ARHGAP10"
"ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP","0.00583120431174404","0.0163546525608915","0.407017918923954","0.259350873918892","1.2456950894571","786","FKBP5, PKP2, LYZ, COL1A1, SLC17A3, FOXC1, CPVL, CES1, GPC3, KLF15, S100A10, LCN2, CYBRD1, GMNN, HSPA1A, TEAD2, IRX3, CD93, SDC2, PPIC, F5, SERPINH1, VAMP5, ANO6, CCNA2, CYYR1, SPARC, SASH1, ATP6V0E1, HSPA1B, CPQ, ITPR2, SLC2A10, TRIM22, MTM1, CKS2, SERPINB1, NAGS, APOLD1, ITGAV, AKR1C3, PRODH, ANXA2R, PTTG1IP, CNN3, TP53BP2, RDH10, GNG5, TAGLN2, DRAM1, ACTL6A, S1PR1, GNG11, STC1, TIMELESS, CHPT1, VWF, EPHX1, CCDC117, ABHD5, CDC42EP4, CRY1, SPTSSA, BMI1, MID1IP1, PARP4, PRICKLE4, CKLF, FABP4, DCAF12, RAMP1, RPS17, SWAP70, LRIG1, ANKRD49, NDUFA4L2, XPO1, CD59, P4HA2, CCL5, SOX13, PPAT, BCAT2, RPS15A, FRAT2, TAP1, CDH5, PCOLCE2, PTPN12, SLC26A6, BTN3A2, LAMC1, HSPH1, SDCBP, MAPRE1, ZMPSTE24, TTC32, ZHX3, IGFLR1, ARFGAP3, NUP37, C14orf93, CREB3L2, WBP1L, SLC39A1, MPLKIP, NUSAP1, HAUS4, BTG3, FAT1, IDH1, FZD4, BBX, GTF2IRD2B, CKS1B, LIX1L, TRIP4, DDAH2, TMED7, CRIPT, LYAR, HMGB2, CYSTM1, TOR1AIP1, MAN2B1, HOMEZ, PEX2, AFF4, GRN, ASPM, GOLGA4, HLA-B, GOLPH3L, SERP1, GTF2IRD2, HLA-C, OSTC, TMED10, CPNE8, POGK, DTL, DAD1, SAV1, IRF6, RFC4, SMC3, GPR137B, NAGA, USP3, SLC50A1, PHACTR4, NUP205, MCM5, TMEM38B, PTBP3, UBTD1, MUC13, SOWAHA, TFRC, CSTB, AP3B1, CDK2AP2, DDX21, HSD17B11, CCDC107, BTF3, SLC33A1, RIOK2, TMEM167B, FAM83D, CHMP1B, TK1, ZCCHC9, NUDT5, MAN1C1, SPARCL1, ARHGAP19, RPL30, MSH6, DTYMK, FOXQ1, STT3A, PPID, PIR, SPATA5L1, EFNB2, TMEM14C, SPCS2, KCTD3, MTF1, MCM3, TAF12, CTR9, CTCF, POLR2H, DNAJC9, SLC30A10, ZNF106, MRPL18, DARS2, CNEP1R1, SSR1, TOR1B, JARID2, DPH5, ACE2, LSM10, C1orf198, RPS13, RPL35A, RPS4X, RBBP7, SDF2, USP34, PSMD6, NUDCD2, TRMT112, TSPAN14, ARHGAP12, PDE12, XPOT, LRRC42, NDUFAF2, RPS7, NCBP2, KDELR2, COMMD3, KDM5B, ZMYM6, TRMT1L, MRPL33, MIF4GD, GID8, SLC29A3"
"ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN","3.7790536391548e-05","0.000230004330626731","0.557332238758646","0.311571635422676","1.47489803520475","633","HOXA5, HOXD13, KLK1, H19, MLPH, F13A1, PLSCR2, SCIN, SERPINA1, FCGR2A, FKBP5, FFAR2, EGFLAM, LYVE1, DEFB1, FMOD, HOXB6, C1QB, OLAH, ADAM5, RGS18, CD86, HIF3A, GZMK, LCN10, SLC17A3, SRGN, CES1, HOXB3, A2ML1, MFAP5, FCGR1A, THSD4, DTHD1, PRELP, HCAR2, ADAMDEC1, IKZF1, MAB21L1, GRAMD1C, FASLG, LTA, GLI2, IKZF2, OR7E14P, HTRA4, F2R, NAA11, NCKAP1L, CPXM2, BMPR1B, ACSS3, UBL4B, NBPF10, CLDN18, TDRD9, PHEX, ARMC3, HMGN5, SOX9, ARHGAP6, GRB14, CIITA, MYH7, RUNX3, XCL1, GTSF1, NAGS, TNFRSF8, COL6A5, NOX1, HERC5, ST6GALNAC3, FHL5, LPCAT2, CAT, IL1B, MOB3C, MALT1, OPTC, SULT1C4, SLC26A3, CDCA7, RNF19A, SMAD9, OLFM4, S1PR4, MTHFD2L, TIAM2, MCC, TMEM170A, CCDC80, MIER3, HEATR5A, GATA2, EDA2R, PIFO, OTUD4, WDFY4, LST1, EFHC2, MPST, SYTL3, DYNLT1, DBI, CD1D, ZFY, TDRD1, GRAP2, RNF17, GKAP1, HTR3E, PUS7L, ZBTB34, ZNF438, SLC2A1, SPRY1, RAP1A, TWSG1, FAM13A-AS1, CRYGA, TDRD6, FCHSD2, VPS13C, DNAJC3, MYO10, TUBB8, DMRTC1, MAGED4B, SLC43A1, WWC2, IGF1R, GIMAP7, NMUR2, RGPD2, KCNK2, FAM106A, TKTL2"
"ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN","0.793427230046948","0.912317668498002","0.0450442767152794","0.197882644494585","0.890092354262746","324","DEFB1, TFF3, MAT1A, PCOLCE, IRF8, EMP1, CAPN6, ABCC2, F10, HPR, CDA, CYP39A1, TNFRSF1A, GALM, PNP, HPD, LTBR, SERTAD1, FMO3, INHBE, UPB1, ADI1, OTC, SPTSSA, FGFRL1, ARHGAP10, AK3, TMPRSS6, PGM2, PBX3, FITM1, SLC19A3, STARD10, SDC4, PYROXD2, MAOA, TRIM8, HSD3B7, PCOLCE2, RXRA, TNIP2, AGT, LRP5, RDH5, HAAO, MRPS31, MLLT3, ADH6, TBL1X, MOCOS, NFKB1, GPT2, HEPACAM, SH3BP4, NAA38, MACROD1, ZNF511, CADM1, POGK, SEC11A, PHGDH, NINJ1, SHMT1, TGDS, ALPL, ALDH7A1, PCBP2, SLC50A1, SLC25A1"
"ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP","5.31994789374771e-05","0.000304105722269536","0.557332238758646","0.43018795446322","1.76876089097411","155","SLPI, FKBP5, CYP3A5, PLA1A, YAP1, ZFP36L1, PIK3AP1, LY96, PERP, METTL7A, LIPG, COL3A1, GNA13, PON2, FGL1, GADD45G, IGSF6, HES1, GMFG, ITGAV, HHEX, SESN1, RGS2, ACSM5, PNISR, NADK2, AHCTF1, TDRD1, PCTP, CHD1, DNM1P46, RBM6, IFT74, RPS3A, HNRNPH3, F11R, CCAR1, RPN2, HLA-B, ELOVL5, RAB33B, IMPA1, HNRNPA2B1, ALCAM, MET, GTF3C6, RPL23, LAP3, ANGEL2, SUMO2, PCMTD1, NTAN1, SCYL2, PHF3, SLC25A51, PTMA, TBPL1, SESN2, FBXO2"
"ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN","2.36003885780502e-05","0.000151522708996424","0.575610261071129","0.484209168298342","1.90342298480808","110","NFE2, PTPRC, KRT18, TNFAIP8, S100A11, SAMSN1, AKR1C2, AKR1C1, GABRE, SERPINH1, RHD, MYC, KYNU, AIF1, KRT8, ADAMTSL4, ID1, RAC2, ARHGEF5, RAB13, CMTM6, IRF4, YES1, SELENBP1, LRP10, STAT5A, PIM1, EPOR, AQP3, MCL1, JUNB, ARL4A, CREM, KLF6, RHOC, TOR4A, LCP2, RIT1, ARFGAP3, STAT3, CARD9, TAX1BP3"
"ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP","0.998185117967332","1","0.0413209506074822","0.171298710118388","0.642764411770517","80","LEPR, SLC5A3, HILPDA, LPL, ZNF395, TSPO, VPS13C, SLC27A2, NQO1, SPG21, ZNF460, KIAA0930, SLC19A2, NR1D2, MPZL1, LYPLA1, SKP2, NRTN, EXPH5, RGS16, PTK7, MTRR, AATF, STEAP1, DUSP9, URI1, RCHY1, RGS14"
"ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN","0.00151670477349071","0.00535735657331419","0.45505986738723","0.475804764042354","1.73859972634587","70","FCGR2A, DDIT4, MT2A, AKR1C2, ANGPT1, TXNIP, AKR1C1, GYPA, SLC43A3, CXCL2, NPL, HSPA1B, KLF1, YES1, CEBPB, PIM1, DNAJB4, MCL1, ITGB5, HERPUD1, CREM, KLF6, CTSH, CEBPG, IER3, PTPN7"
"AFFAR_YY1_TARGETS_DN","7.5683408173831e-05","0.000412502539526857","0.538434096309916","0.378777458379777","1.65705107083807","241","CRABP1, CXCL6, FCGR2B, SERPINA1, STEAP4, FMOD, LYZ, ALOX15B, RIPK4, COL6A3, UHRF1, CYP3A5, PRELP, GPR65, POF1B, IL1RL1, IL1R1, IGHM, TNFRSF1B, IGFBP5, TOP2A, MTHFD2, PLSCR1, CCNA2, IFI16, GPR84, TMEM45A, MKI67, UNG, PTGDS, REST, DIAPH3, CENPA, APCDD1, CLEC3B, SPP1, SOCS4, ABHD3, TGFBI, JMJD6, RAB27A, OTC, TGFBR1, AURKB, LUM, LRIG1, PIGA, NT5C1B, VAV1, TDRD1, CDC6, PCOLCE2, CHRDL1, GJB3, POLA1, SLC4A4, ZNF143"
"AFFAR_YY1_TARGETS_UP","8.32027714629911e-07","7.73334286698654e-06","0.659444398037935","0.446139922881366","1.87930886479089","181","CFH, KRT19, BMP6, GPC3, BMP4, TSLP, KDR, ABCA1, TNNI1, PERP, TXNIP, TPD52L1, EPHA2, AJUBA, ACKR3, EGFR, WNT16, PLOD2, CASP7, TGFB2, SOX2, PLTP, DUSP1, LAMB2, TINAGL1, GADD45G, EBF2, TP53INP1, ID4, NGFR, ICAM1, EFEMP1, TNNC1, FLT1, TNFRSF10B, MYH7, CDKN1A, FOS, PAWR, PRSS35, ST6GALNAC3, FAS, GBP2, HSD17B1, LGALS9, CLU, B4GALT4, MMP2, MS4A1, SLC2A4"
"AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN","0.93687707641196","1","0.0401660980049421","0.185291945184047","0.799660680152425","220","HAND2, SMAGP, HOXC4, PDCD1LG2, IGLL1, BTG1, TIMP3, CHEK2, PTTG1IP, HEBP2, NFATC1, SOCS6, KDELR3, IL20RA, MFNG, PPIL6, MPST, RAP1B, SMPD2, CD164, IRF2, MAP3K5, PHF10, NAT1, CDKN2AIP, TMBIM4, RBPMS, TWF1, GTF2E2, CLIC4, ERLIN2, ISOC1, C12orf29, PIGV, TTI2, TMBIM6, TMEM43, ALPL, ASF1A, MTAP, KITLG, CD63, HECA, APOL6, RARG, APOL3, CCDC59, HAUS6, NFIB, RPS6KA1, AMD1, CEP290, CARD10, TAF12, SCAF11, DDX23, SUN2, RPS6"
"AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP","0.99184339314845","1","0.0366850427613443","0.168748969283269","0.743961371656112","275","C5AR1, CYP3A5, BMP4, SLC1A5, PDK4, MYC, ID1, PON2, GSDMD, ARPC1B, ZBTB1, ARHGAP5, ZNF652, PPP1R13L, PLEKHA4, PRKCH, PPP1R3D, AOC2, PON3, CDKN2A, ACSF2, PARP4, PCTP, HIF1A, LRRC37A, NME2, RASA4B, LHB, RASA4, RCN3, FBXO17, TUG1, GRN, ARL17A, KTN1, TAF4, SNAPC1, NPAS3, ZNF460, CABYR, MTAP, SYPL1, PRKD2, SPOP, OR7E12P"
"AIGNER_ZEB1_TARGETS","0.00129139280012762","0.00468496207973682","0.45505986738723","0.577189006181972","1.82104148083","33","DSP, GJB2, MPZL2, TMEM30B, CLDN7, SCEL, DSC2, MUC1"
"AIYAR_COBRA1_TARGETS_DN","0.899810964083176","0.98684961896705","0.047925896705813","0.228922358794799","0.699955299013215","29","HSPB1, METTL7A, PRX, ZNF395"
"AIYAR_COBRA1_TARGETS_UP","0.00332701768367475","0.0102679387457555","0.431707695803346","0.546578152466934","1.74682982378931","35","S100A8, TFF3, MGP, TIMP1, SERPINA3, IFITM1, APOD, ACOX2, PRLR, PRCP"
"AKL_HTLV1_INFECTION_DN","0.00558301880883591","0.0158422376156061","0.407017918923954","0.464289786635514","1.6432801558636","62","GPR171, CD86, IL17RB, CPVL, GPR65, COL4A6, TMEM45A, CD3G, ANXA1, MDFIC, STAP1, CDH1, CD96, PNISR, GNLY, ITGB1, MAOA, PDE4DIP"
"AKL_HTLV1_INFECTION_UP","0.696798493408663","0.83567031117478","0.0596037042575973","0.292082718999247","0.859078955959982","25","VAMP8, S100A10, LGALS3, ECI2, SAT1"
"ALCALAY_AML_BY_NPM1_LOCALIZATION_DN","0.00120094938591898","0.00438004049799803","0.45505986738723","0.370476142559706","1.5572417870359","179","IL1R2, POU4F1, HLA-DRA, IL2RG, UBE2C, CD48, IFITM2, HLA-DRB1, GYPC, HGF, IFITM1, STOM, RHOBTB3, LY86, HLA-DPA1, RHD, DHRS3, GYPA, KYNU, CCNA2, EPS8, SPARC, MKI67, CD69, MDFIC, CIITA, HLA-DMA, RGS10, CD34, CDKN2C, STAP1, CD96, HMGN3, ABCB1, MAN1A1, VEGFA, NXT2, MCM10, RRM2, TMEM106C, CDC6, SERPINB6, ACAA2, HAAO, MLLT3, INPP4B, CKS1B, GSN, PTTG1, ASB9, POLD1, PITPNC1, PIP5K1B, PMAIP1, TRH, PXMP2, EXO1, KIAA0930, KIFC1, ITM2A, DHFR, DAAM1, BIRC5, DDX60, TK1, CSGALNACT1, CDC25C"
"ALCALAY_AML_BY_NPM1_LOCALIZATION_UP","3.42616247556562e-15","1.41654096834592e-13","1.00731795687447","0.646215920709416","2.57033039779407","119","HOXB9, HOXA11, HOXA10, HOXA5, HOXA9, HOXB7, HOXA7, F13A1, HOXB5, CFH, HOXB2, C3AR1, IGHA1, DEFB1, HOXB6, KRT18, FOXC1, HOXB3, PDGFD, ADAMDEC1, DSC2, TLR4, FZD7, LAMB2, RAB13, ITGA5, NAALADL1, DRAM1, TGIF2, CLU, BIK, MMP2, AQP3, ABCC6, PBX3, GATA2, LUM, LRIG1, JAG1"
"ALCALA_APOPTOSIS","0.20109689213894","0.30424627593008","0.130105630751129","0.309786626351872","1.16831485763185","83","CASP4, CD48, CASP1, SAMSN1, CD74, RAC2, RHOH, FAS, CD7, TRAF3IP3, XPO1, BCAT2, RIPK3, TMEM106C, FES, RIT1"
"ALFANO_MYC_TARGETS","2.35999244959458e-05","0.000151522708996424","0.575610261071129","0.397228397547114","1.72691378597657","227","SLPI, BMP4, ID3, S100A10, FRZB, EMP1, SMTN, ACKR3, CYTIP, SLC16A1, STOM, ADM, TGFB2, CCL2, PLAUR, PNP, MYC, MYL12A, RCC1, SPARC, ANXA1, CTSK, MSTN, DAB2, SOX9, KCTD12, RUNX3, LAPTM4A, MME, PDLIM4, TP53BP2, IRF1, ENPEP, MXI1, NPC2, CPNE3, PXN, STC1, E2F5, ITGA6, PHLDA1, MCL1, ITGB5, HERPUD1, AK4, MYBL2, SDC4, ADD3, CD59, CLK1, CD1D, PPAT, HSPA1L, CSRP1, PTPN12, SDCBP, TGFB1I1, WBP1L, SVIL, PLAU, GSN, ATF7, TGM2, ITGA7, LTBP1, MYCBP, EEF1A1, RASSF4, TCF7L2, KIAA0930, DNAJB6, PON1, COPB1, IGFBP1, DDB2, PAFAH1B3, VCL, CDK2AP2, DDX21, DDX17"
"ALONSO_METASTASIS_DN","0.335185185185185","0.467174701583304","0.0972150808846466","0.381105258894754","1.10623778706102","23","FOXO1, REST, GIMAP6, TOB2, BCL2L10, RGPD1, LFNG"
"ALONSO_METASTASIS_EMT_UP","0.0115959219040353","0.028995850600497","0.380730400722792","0.513995037527566","1.61256769950789","32","DSG2, EMP1, SERPINA3, VCAN, SPARC, EDNRB, ITGAV, FZD1, MMP2, LUM, SMARCA1, SDCBP, CLIC4, CDH2, CX3CR1, ANLN, CD63"
"ALONSO_METASTASIS_NEURAL_UP","0.367816091954023","0.502863733469639","0.0937465422491719","0.410165549756465","1.08478863090431","16","S100A10, EMP1, PTPRZ1, SDCBP"
"ALONSO_METASTASIS_UP","0.00350762306153247","0.0107629943717912","0.431707695803346","0.354968670394151","1.49536416248337","180","DSG2, CASP5, S100A10, IFITM2, EMP1, WEE1, IL1RL1, SERPINA3, LHFPL2, GNG12, VCAN, ANO6, SPARC, TGFBR2, EDNRB, CDKN1A, LAPTM4A, ITGAV, FZD1, CBFB, NPC2, CAV1, TP53I3, IFRD1, MMP2, ALDH1A2, LUM, AK4, SMARCA1, PTPRZ1, FAM114A1, SDCBP, MAPRE1, PPP1R3C, NME2, TMBIM4, ATL3, CKS1B, SDHD, CLIC4, CDH2, PCID2, HIBADH, IDE, BCCIP, DAD1, CX3CR1, ANLN, CD63, IGFBP1, PDE5A, RCBTB2, BTF3, TMCO1"
